discriminant,regime_code,x,sigma,diffusion,U_geom,U_fin,U_eff
1.734723475976807094e-18,0.000000000000000000e+00,1.574999999999997513e-01,2.659980624999999654e-01,3.537748462687694689e-02,-2.659980625000000695e-03,3.212173586156952254e-02,2.946175523656952011e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.650000000000000355e-01,2.667722499999999886e-01,3.558371668503124835e-02,-2.667722499999999712e-03,3.209905853542856236e-02,2.943133603542856525e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.724999999999998757e-01,2.675475625000000024e-01,3.579084909984570073e-02,-2.675475624999999746e-03,3.207726535349083447e-02,2.940178972849083472e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.799999999999997158e-01,2.683239999999999514e-01,3.599888448799998947e-02,-2.683240000000000798e-03,3.205635090386670105e-02,2.937311090386670112e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.875000000000000000e-01,2.691015625000000022e-01,3.620782546997070028e-02,-2.691015624999998530e-03,3.203630983840455304e-02,2.934529421340455538e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.949999999999998401e-01,2.698802499999999882e-01,3.641767467003124981e-02,-2.698802499999999015e-03,3.201713687195832658e-02,2.931833437195832670e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.024999999999996803e-01,2.706600624999999649e-01,3.662843471625194108e-02,-2.706600624999997914e-03,3.199882678166461603e-02,2.929222615666461638e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.099999999999999645e-01,2.714409999999999878e-01,3.684010824049999827e-02,-2.714409999999999566e-03,3.198137440622916827e-02,2.926696440622916784e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.174999999999998046e-01,2.722230625000000015e-01,3.705269787843945561e-02,-2.722230625000000501e-03,3.196477464522272383e-02,2.924254402022272159e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.250000000000000888e-01,2.730062500000000059e-01,3.726620626953125459e-02,-2.730062499999999850e-03,3.194902245838586452e-02,2.921895995838586640e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.324999999999999289e-01,2.737905625000000009e-01,3.748063605703320228e-02,-2.737905625000000218e-03,3.193411286494296508e-02,2.919620723994297007e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.399999999999997691e-01,2.745759999999999867e-01,3.769598988799999911e-02,-2.745759999999999000e-03,3.192004094292506811e-02,2.917428094292506824e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.475000000000000533e-01,2.753625625000000188e-01,3.791227041328321112e-02,-2.753625624999999667e-03,3.190680182850135632e-02,2.915317620350135405e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.549999999999998934e-01,2.761502499999999860e-01,3.812948028753124913e-02,-2.761502500000000485e-03,3.189439071531938175e-02,2.913288821531937953e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.624999999999997335e-01,2.769390624999999995e-01,3.834762216918945199e-02,-2.769390624999999717e-03,3.188280285385375334e-02,2.911341222885375363e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.700000000000000178e-01,2.777290000000000036e-01,3.856669872050000336e-02,-2.777290000000000834e-03,3.187203355076325545e-02,2.909474355076325722e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.774999999999998579e-01,2.785200624999999985e-01,3.878671260750195249e-02,-2.785200625000000367e-03,3.186207816825610550e-02,2.907687754325610774e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.849999999999996980e-01,2.793122499999999842e-01,3.900766650003124891e-02,-2.793122500000000050e-03,3.185293212346350378e-02,2.905980962346350893e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.924999999999999822e-01,2.801055625000000160e-01,3.922956307172070778e-02,-2.801055625000000750e-03,3.184459088782111424e-02,2.904353526282111436e-02
1.734723475976807094e-18,0.000000000000000000e+00,2.999999999999998224e-01,2.808999999999999830e-01,3.945240499999999595e-02,-2.809000000000001600e-03,3.183704998645852519e-02,2.902804998645852272e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.074999999999996625e-01,2.816955624999999408e-01,3.967619496609568752e-02,-2.816955624999999998e-03,3.183030499759643972e-02,2.901334937259644059e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.149999999999999467e-01,2.824922500000000003e-01,3.990093565503124995e-02,-2.824922500000000281e-03,3.182435155195166565e-02,2.899942905195166537e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.224999999999997868e-01,2.832900624999999950e-01,4.012662975562695383e-02,-2.832900625000000713e-03,3.181918533214954381e-02,2.898628470714954136e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.300000000000000711e-01,2.840890000000000359e-01,4.035327996050001170e-02,-2.840889999999999561e-03,3.181480207214401612e-02,2.897391207214401396e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.374999999999999112e-01,2.848890625000000121e-01,4.058088896606445312e-02,-2.848890624999999427e-03,3.181119755664493787e-02,2.896230693164493497e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.449999999999997513e-01,2.856902499999999789e-01,4.080945947253124262e-02,-2.856902500000000310e-03,3.180836762055277989e-02,2.895146512055278218e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.525000000000000355e-01,2.864925624999999920e-01,4.103899418390820342e-02,-2.864925625000000475e-03,3.180630814840032516e-02,2.894138252340032469e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.599999999999998757e-01,2.872959999999999958e-01,4.126949580799999656e-02,-2.872959999999999056e-03,3.180501507380160964e-02,2.893205507380160885e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.674999999999997158e-01,2.881005624999999903e-01,4.150096705640819728e-02,-2.881005624999998654e-03,3.180448437890774638e-02,2.892347875390775119e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.750000000000000000e-01,2.889062500000000311e-01,4.173341064453126026e-02,-2.889062499999999270e-03,3.180471209386960540e-02,2.891564959386960787e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.824999999999998401e-01,2.897130625000000070e-01,4.196682929156445724e-02,-2.897130625000000903e-03,3.180569429630732137e-02,2.890856367130732393e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.899999999999996803e-01,2.905209999999999737e-01,4.220122572049999493e-02,-2.905210000000000084e-03,3.180742711078640012e-02,2.890221711078639830e-02
1.734723475976807094e-18,0.000000000000000000e+00,3.974999999999999645e-01,2.913300624999999866e-01,4.243660265812695259e-02,-2.913300625000002017e-03,3.180990670830051437e-02,2.889660608330051408e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.049999999999998046e-01,2.921402499999999902e-01,4.267296283503124732e-02,-2.921402500000000631e-03,3.181312930576073172e-02,2.889172680576073196e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.125000000000000888e-01,2.929515624999999845e-01,4.291030898559569651e-02,-2.929515624999997660e-03,3.181709116549112648e-02,2.888757554049112622e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.199999999999999289e-01,2.937640000000000251e-01,4.314864384800000396e-02,-2.937640000000000910e-03,3.182178859473079602e-02,2.888414859473079771e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.274999999999997691e-01,2.945775625000000009e-01,4.338797016422070441e-02,-2.945775624999999107e-03,3.182721794514196262e-02,2.888144232014196178e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.350000000000000533e-01,2.953922500000000229e-01,4.362829068003125366e-02,-2.953922500000000055e-03,3.183337561232439661e-02,2.887945311232439916e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.424999999999998934e-01,2.962080624999999801e-01,4.386960814500194539e-02,-2.962080625000001154e-03,3.184025803533575838e-02,2.887817741033575636e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.499999999999997335e-01,2.970249999999999835e-01,4.411192531249999438e-02,-2.970249999999998065e-03,3.184786169621792173e-02,2.887761169621792454e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.575000000000000178e-01,2.978430625000000331e-01,4.435524493968946019e-02,-2.978430624999998597e-03,3.185618311952931325e-02,2.887775249452931292e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.649999999999998579e-01,2.986622499999999625e-01,4.459956978753124024e-02,-2.986622500000001013e-03,3.186521887188289298e-02,2.887859637188289197e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.724999999999996980e-01,2.994825624999999936e-01,4.484490262078320161e-02,-2.994825625000000976e-03,3.187496556148999849e-02,2.888013993648999578e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.799999999999999822e-01,3.003040000000000154e-01,4.509124620800000760e-02,-3.003040000000001090e-03,3.188541983770977473e-02,2.888237983770976930e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.874999999999998224e-01,3.011265624999999724e-01,4.533860332153319406e-02,-3.011265625000000487e-03,3.189657839060417582e-02,2.888531276560417360e-02
1.734723475976807094e-18,0.000000000000000000e+00,4.949999999999996625e-01,3.019502499999999756e-01,4.558697673753124568e-02,-3.019502500000001768e-03,3.190843795049851106e-02,2.888893545049851103e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.024999999999999467e-01,3.027750624999999696e-01,4.583636923593944340e-02,-3.027750624999999730e-03,3.192099528754739624e-02,2.889324466254739390e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.099999999999997868e-01,3.036010000000000097e-01,4.608678360050000311e-02,-3.036010000000001312e-03,3.193424721130597166e-02,2.889823721130596601e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.175000000000000711e-01,3.044280624999999851e-01,4.633822261875195081e-02,-3.044280625000000441e-03,3.194819057030656717e-02,2.890390994530656760e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.249999999999999112e-01,3.052562500000000068e-01,4.659068908203125442e-02,-3.052562500000001455e-03,3.196282225164040480e-02,2.891025975164040682e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.324999999999997513e-01,3.060855624999999636e-01,4.684418578547069195e-02,-3.060855624999999150e-03,3.197813918054450560e-02,2.891728355554450819e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.400000000000000355e-01,3.069160000000000221e-01,4.709871552800000416e-02,-3.069159999999999597e-03,3.199413831999370350e-02,2.892497831999370564e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.474999999999998757e-01,3.077475625000000159e-01,4.735428111234570719e-02,-3.077475624999999326e-03,3.201081667029756495e-02,2.893334104529756215e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.549999999999997158e-01,3.085802500000000004e-01,4.761088534503125219e-02,-3.085802500000000073e-03,3.202817126870230457e-02,2.894236876870229930e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.625000000000000000e-01,3.094140625000000311e-01,4.786853103637696283e-02,-3.094140624999999235e-03,3.204619918899750952e-02,2.895205856399751115e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.699999999999998401e-01,3.102489999999999970e-01,4.812722100050000062e-02,-3.102489999999999415e-03,3.206489754112770707e-02,2.896240754112770766e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.774999999999996803e-01,3.110850624999999536e-01,4.838695805531444127e-02,-3.110850624999999745e-03,3.208426347080865770e-02,2.897341284580866316e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.849999999999999645e-01,3.119222500000000120e-01,4.864774502253125382e-02,-3.119222500000000224e-03,3.210429415914828333e-02,2.898507165914828571e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.924999999999998046e-01,3.127605624999999501e-01,4.890958472765818965e-02,-3.127605624999999986e-03,3.212498682227217517e-02,2.899738119727218039e-02
1.734723475976807094e-18,0.000000000000000000e+00,5.999999999999996447e-01,3.135999999999999899e-01,4.917247999999999758e-02,-3.135999999999999899e-03,3.214633871095376461e-02,2.901033871095376471e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.074999999999999289e-01,3.144405624999999649e-01,4.943643367265819488e-02,-3.144405625000000828e-03,3.216834711024885163e-02,2.902394148524885253e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.149999999999997691e-01,3.152822499999999861e-01,4.970144858253124770e-02,-3.152822500000001041e-03,3.219100933913458806e-02,2.903818683913458876e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.225000000000000533e-01,3.161250624999999981e-01,4.996752757031445308e-02,-3.161250624999999669e-03,3.221432275015283231e-02,2.905307212515283177e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.299999999999998934e-01,3.169690000000000007e-01,5.023467348050000142e-02,-3.169690000000001916e-03,3.223828472905788944e-02,2.906859472905788666e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.374999999999997335e-01,3.178140624999999941e-01,5.050288916137694872e-02,-3.178140624999999976e-03,3.226289269446828978e-02,2.908475206946828720e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.450000000000000178e-01,3.186602499999999782e-01,5.077217746503124435e-02,-3.186602499999999921e-03,3.228814409752298054e-02,2.910154159752298061e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.524999999999998579e-01,3.195075625000000086e-01,5.104254124734570325e-02,-3.195075625000000016e-03,3.231403642154152128e-02,2.911896079654151953e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.599999999999996980e-01,3.203559999999999741e-01,5.131398336799999210e-02,-3.203560000000000262e-03,3.234056718168840105e-02,2.913700718168840340e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.674999999999999822e-01,3.212055624999999859e-01,5.158650669047069870e-02,-3.212055624999999789e-03,3.236773392464135923e-02,2.915567829964136118e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.749999999999998224e-01,3.220562499999999884e-01,5.186011408203124867e-02,-3.220562500000001202e-03,3.239553422826373097e-02,2.917497172826372803e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.824999999999996625e-01,3.229080624999999261e-01,5.213480841375192631e-02,-3.229080624999998428e-03,3.242396570128061595e-02,2.919488507628061405e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.899999999999999467e-01,3.237609999999999655e-01,5.241059256049998560e-02,-3.237609999999999273e-03,3.245302598295900232e-02,2.921541598295900738e-02
1.734723475976807094e-18,0.000000000000000000e+00,6.974999999999997868e-01,3.246150624999999956e-01,5.268746940093944897e-02,-3.246150625000001136e-03,3.248271274279171394e-02,2.923656211779171454e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.050000000000000711e-01,3.254702500000000165e-01,5.296544181753125302e-02,-3.254702499999999679e-03,3.251302368018497979e-02,2.925832118018498185e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.124999999999999112e-01,3.263265624999999726e-01,5.324451269653319302e-02,-3.263265624999997505e-03,3.254395652414994455e-02,2.928069089914994705e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.199999999999997513e-01,3.271839999999999749e-01,5.352468492799999228e-02,-3.271840000000002420e-03,3.257550903299766265e-02,2.930366903299765763e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.275000000000000355e-01,3.280425625000000234e-01,5.380596140578321196e-02,-3.280425624999998811e-03,3.260767899403775594e-02,2.932725336903775626e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.349999999999998757e-01,3.289022500000000071e-01,5.408834502753125106e-02,-3.289022500000001424e-03,3.264046422328072822e-02,2.935144172328072593e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.424999999999997158e-01,3.297630624999999815e-01,5.437183869468944358e-02,-3.297630624999998115e-03,3.267386256514366594e-02,2.937623194014367042e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.500000000000000000e-01,3.306250000000000022e-01,5.465644531250000299e-02,-3.306250000000000161e-03,3.270787189215958179e-02,2.940162189215958163e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.574999999999998401e-01,3.314880624999999581e-01,5.494216779000193895e-02,-3.314880624999998887e-03,3.274249010468997800e-02,2.942760947968998259e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.649999999999996803e-01,3.323522499999999602e-01,5.522900904003123779e-02,-3.323522499999998631e-03,3.277771513064106634e-02,2.945419263064107118e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.724999999999999645e-01,3.332175625000000085e-01,5.551697197922070282e-02,-3.332175624999998524e-03,3.281354492518304133e-02,2.948136930018304541e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.799999999999998046e-01,3.340839999999999921e-01,5.580605952799999603e-02,-3.340839999999997700e-03,3.284997747047289918e-02,2.950913747047290148e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.874999999999996447e-01,3.349515624999999663e-01,5.609627461059569359e-02,-3.349515624999997894e-03,3.288701077538039308e-02,2.953749515038039605e-02
1.734723475976807094e-18,0.000000000000000000e+00,7.949999999999999289e-01,3.358202499999999868e-01,5.638762015503124420e-02,-3.358202499999997370e-03,3.292464287521718741e-02,2.956644037521719004e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.024999999999997691e-01,3.366900624999999980e-01,5.668009909312695521e-02,-3.366900625000001333e-03,3.296287183146927313e-02,2.959597120646927093e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.100000000000000533e-01,3.375609999999999999e-01,5.697371436049999960e-02,-3.375609999999999375e-03,3.300169573153242941e-02,2.962608573153242830e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.174999999999998934e-01,3.384330624999999926e-01,5.726846889656445061e-02,-3.384330625000001036e-03,3.304111268845086324e-02,2.965678206345086221e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.249999999999997335e-01,3.393062499999999759e-01,5.756436564453124016e-02,-3.393062500000000245e-03,3.308112084065875647e-02,2.968805834065875449e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.325000000000000178e-01,3.401805625000000055e-01,5.786140755140820741e-02,-3.401805625000000471e-03,3.312171835172506018e-02,2.971991272672506318e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.399999999999998579e-01,3.410559999999999703e-01,5.815959756799998770e-02,-3.410560000000000848e-03,3.316290341010098147e-02,2.975234341010098149e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.474999999999996980e-01,3.419325624999999813e-01,5.845893864890819996e-02,-3.419325625000000507e-03,3.320467422887066200e-02,2.978534860387066496e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.549999999999999822e-01,3.428102499999999830e-01,5.875943375253124545e-02,-3.428102500000001183e-03,3.324702904550458360e-02,2.981892654550458155e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.624999999999998224e-01,3.436890624999999755e-01,5.906108584106444653e-02,-3.436890625000000275e-03,3.328996612161587432e-02,2.985307549661587664e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.699999999999996625e-01,3.445689999999999586e-01,5.936389788049998423e-02,-3.445690000000000384e-03,3.333348374271950798e-02,2.988779374271951020e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.774999999999999467e-01,3.454500624999999880e-01,5.966787284062694680e-02,-3.454500624999998909e-03,3.337758021799423075e-02,2.992307959299422837e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.849999999999997868e-01,3.463322500000000081e-01,5.997301369503125340e-02,-3.463322500000001053e-03,3.342225388004721465e-02,2.995893138004721012e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.925000000000000711e-01,3.472155625000000190e-01,6.027932342109570962e-02,-3.472155624999999878e-03,3.346750308468146584e-02,2.999534745968146510e-02
1.734723475976807094e-18,0.000000000000000000e+00,8.999999999999999112e-01,3.480999999999999650e-01,6.058680499999998664e-02,-3.481000000000000587e-03,3.351332621066593909e-02,3.003232621066594110e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.074999999999997513e-01,3.489855625000000128e-01,6.089546141672070451e-02,-3.489855625000000579e-03,3.355972165950828201e-02,3.006986603450827883e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.150000000000000355e-01,3.498722499999999958e-01,6.120529566003125171e-02,-3.498722499999999853e-03,3.360668785523011903e-02,3.010796535523011658e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.224999999999998757e-01,3.507600625000000250e-01,6.151631072250195870e-02,-3.507600625000000145e-03,3.365422324414507615e-02,3.014662261914507341e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.299999999999997158e-01,3.516489999999999894e-01,6.182850960049999373e-02,-3.516490000000000588e-03,3.370232629463915108e-02,3.018583629463915396e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.375000000000000000e-01,3.525390625000000000e-01,6.214189529418945312e-02,-3.525390624999998578e-03,3.375099549695380341e-02,3.022560487195380396e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.449999999999998401e-01,3.534302500000000014e-01,6.245647080753125024e-02,-3.534302500000001054e-03,3.380022936297137626e-02,3.026592686297137347e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.524999999999996803e-01,3.543225624999999379e-01,6.277223914828318485e-02,-3.543225625000001947e-03,3.385002642600305756e-02,3.030680080100305734e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.599999999999999645e-01,3.552159999999999762e-01,6.308920332799998476e-02,-3.552159999999999519e-03,3.390038524057920055e-02,3.034822524057919843e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.674999999999998046e-01,3.561105624999999497e-01,6.340736636203318788e-02,-3.561105625000000711e-03,3.395130438224212843e-02,3.039019875724212338e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.749999999999996447e-01,3.570062499999999694e-01,6.372673126953123934e-02,-3.570062499999998584e-03,3.400278244734115940e-02,3.043271994734115735e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.824999999999999289e-01,3.579030625000000354e-01,6.404730107343946377e-02,-3.579030625000000077e-03,3.405481805283010199e-02,3.047578742783010192e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.899999999999997691e-01,3.588009999999999811e-01,6.436907880049999586e-02,-3.588010000000001719e-03,3.410740983606698473e-02,3.051939983606698215e-02
1.734723475976807094e-18,0.000000000000000000e+00,9.975000000000000533e-01,3.597000624999999729e-01,6.469206748125194695e-02,-3.597000624999999174e-03,3.416055645461604090e-02,3.056355582961604173e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.004999999999999893e+00,3.606002499999999555e-01,6.501627015003123844e-02,-3.606002499999998515e-03,3.421425658605198317e-02,3.060825408605198292e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.012500000000000178e+00,3.615015625000000399e-01,6.534168984497071286e-02,-3.615015625000000607e-03,3.426850892776651947e-02,3.065349330276652406e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.019999999999999574e+00,3.624039999999999484e-01,6.566832960799998120e-02,-3.624040000000001115e-03,3.432331219677690892e-02,3.069927219677690694e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.027499999999999858e+00,3.633075624999999587e-01,6.599619248484568657e-02,-3.633075625000001772e-03,3.437866512953687698e-02,3.074558950453687434e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.035000000000000142e+00,3.642122500000000151e-01,6.632528152503125440e-02,-3.642122500000001713e-03,3.443456648174955670e-02,3.079244398174955932e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.042499999999999538e+00,3.651180624999999513e-01,6.665559978187693413e-02,-3.651180624999999201e-03,3.449101502818251869e-02,3.083983440318251862e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.049999999999999822e+00,3.660249999999999893e-01,6.698715031249999341e-02,-3.660249999999999442e-03,3.454800956248495897e-02,3.088775956248496213e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.057500000000000107e+00,3.669330625000000179e-01,6.731993617781445449e-02,-3.669330624999999832e-03,3.460554889700685754e-02,3.093621827200685945e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.064999999999999503e+00,3.678422499999999262e-01,6.765396044253121910e-02,-3.678422499999998638e-03,3.466363186262026025e-02,3.098520936262026335e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.072499999999999787e+00,3.687525624999999918e-01,6.798922617515819333e-02,-3.687525624999998461e-03,3.472225730854247572e-02,3.103473168354247552e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.080000000000000071e+00,3.696639999999999926e-01,6.832573644799999624e-02,-3.696640000000001036e-03,3.478142410216131242e-02,3.108478410216131138e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.087499999999999467e+00,3.705765624999999286e-01,6.866349433715818185e-02,-3.705765624999998557e-03,3.484113112886223773e-02,3.113536550386223831e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.094999999999999751e+00,3.714902499999999663e-01,6.900250292253123918e-02,-3.714902499999997963e-03,3.490137729185752158e-02,3.118647479185752622e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.102500000000000036e+00,3.724050625000000503e-01,6.934276528781446736e-02,-3.724050624999999254e-03,3.496216151201718414e-02,3.123811088701718836e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.109999999999999432e+00,3.733209999999999029e-01,6.968428452049996169e-02,-3.733209999999997225e-03,3.502348272770193505e-02,3.129027272770193435e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.117499999999999716e+00,3.742380624999999683e-01,7.002706371187694678e-02,-3.742380624999998816e-03,3.508533989459793057e-02,3.134295926959793088e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.125000000000000000e+00,3.751562499999999689e-01,7.037110595703123528e-02,-3.751562499999998822e-03,3.514773198555334877e-02,3.139616948555334908e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.132500000000000284e+00,3.760755625000000713e-01,7.071641435484572746e-02,-3.760755624999999845e-03,3.521065799041682431e-02,3.144990236541682360e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.139999999999999680e+00,3.769959999999999978e-01,7.106299200799999494e-02,-3.769960000000000151e-03,3.527411691587761106e-02,3.150415691587760830e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.147499999999999964e+00,3.779175624999999705e-01,7.141084202297069694e-02,-3.779175625000001475e-03,3.533810778530759728e-02,3.155893216030759840e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.155000000000000249e+00,3.788402500000000450e-01,7.175996751003126117e-02,-3.788402499999999479e-03,3.540262963860502793e-02,3.161422713860502498e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.162499999999999645e+00,3.797640624999999437e-01,7.211037158325192542e-02,-3.797640625000000235e-03,3.546768153203991303e-02,3.167004090703991193e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.169999999999999929e+00,3.806889999999999996e-01,7.246205736050000124e-02,-3.806890000000001141e-03,3.553326253810125401e-02,3.172637253810125374e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.177500000000000213e+00,3.816150624999999907e-01,7.281502796343944373e-02,-3.816150625000000463e-03,3.559937174534577586e-02,3.178322112034577540e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.184999999999999609e+00,3.825422499999999726e-01,7.316928651753124013e-02,-3.825422500000001669e-03,3.566600825824858129e-02,3.184058575824857962e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.192499999999999893e+00,3.834705625000000007e-01,7.352483615203320166e-02,-3.834705624999999556e-03,3.573317119705522044e-02,3.189846557205522348e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.200000000000000178e+00,3.844000000000000195e-01,7.388168000000000513e-02,-3.843999999999998460e-03,3.580085969763546760e-02,3.195685969763546741e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.207499999999999574e+00,3.853305624999999734e-01,7.423982119828319293e-02,-3.853305625000000983e-03,3.586907291133871467e-02,3.201576728633871022e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.214999999999999858e+00,3.862622500000000292e-01,7.459926288753125634e-02,-3.862622500000000188e-03,3.593781000485100907e-02,3.207518750485100628e-02
1.734723475976807094e-18,0.000000000000000000e+00,1.222500000000000142e+00,3.871950625000000201e-01,7.496000821218945509e-02,-3.871950624999999542e-03,3.600707016005345873e-02,3.213511953505346352e-02
